Yıl,Ay,Gün,Tarih,Saat,İşlem Türü,Harcama Kategorisi,Şehir,Tutar
2023,Aralık,24,2023-12-24,03:19,Giyim,LC Waikiki,İzmir,90.78
2022,Haziran,16,2022-06-16,13:11,Restoran,Pizza,İstanbul,165.58
2024,Nisan,24,2024-04-23,22:06,Fatura,İnternet,İstanbul,80.0
2024,Nisan,8,2024-04-08,03:14,Giyim,LC Waikiki,İzmir,724.8
2023,Mayıs,19,2023-05-19,13:11,Restoran,Kebap,İstanbul,122.77
2022,Ocak,16,2022-01-16,14:32,Giyim,LC Waikiki,Ankara,436.35
2024,Haziran,3,2024-06-03,18:48,Giyim,H&M,Ankara,265.82
2023,Aralık,25,2023-12-25,14:56,Restoran,Pizza,İzmir,36.44
2022,Ekim,16,2022-10-16,11:36,Ulaşım,Benzin,Ankara,320.01
2022,Kasım,28,2022-11-28,14:07,Restoran,Kebap,İstanbul,106.93
2023,Haziran,9,2023-06-15,05:03,Fatura,Elektrik,İzmir,105.0
2024,Ocak,11,2024-01-11,10:18,Giyim,H&M,Ankara,99.0
2024,Nisan,11,2024-04-11,13:27,Restoran,Fast Food,Ankara,134.67
2024,Mayıs,28,2024-05-28,13:14,Restoran,Pizza,İzmir,112.54
2023,Şubat,6,2023-02-06,12:24,Restoran,Fast Food,Ankara,79.37
2024,Temmuz,10,2024-07-10,05:15,Giyim,Zara,İstanbul,434.42
2024,Nisan,28,2024-04-28,14:34,Restoran,Kebap,İzmir,131.71
2024,Ocak,9,2024-01-09,22:43,Ulaşım,Taksi,İzmir,155.49
2023,Şubat,26,2023-02-26,13:07,Ulaşım,Benzin,Ankara,448.39
2024,Mayıs,25,2024-05-25,05:15,Giyim,Zara,İstanbul,822.0
2023,Mart,12,2023-03-12,15:45,Giyim,Zara,İstanbul,311.64
2022,Ağustos,12,2022-08-12,14:44,Restoran,Pizza,Ankara,183.8
2022,Mayıs,14,2022-05-06,13:04,Fatura,Su,İstanbul,55.0
2023,Kasım,14,2023-11-05,06:38,Fatura,İnternet,İstanbul,84.0
2024,Mayıs,22,2024-05-22,06:00,Ulaşım,Otobüs,İstanbul,114.52
2023,Ekim,7,2023-10-07,14:36,Giyim,LC Waikiki,İstanbul,665.0
2022,Kasım,13,2022-11-10,12:16,Fatura,Elektrik,İstanbul,110.0
2023,Ağustos,27,2023-08-27,11:32,Ulaşım,Benzin,İstanbul,215.97
2024,Haziran,24,2024-06-19,14:45,Fatura,Elektrik,Ankara,100.0
2024,Nisan,5,2024-04-05,13:48,Restoran,Pizza,Ankara,87.0
2023,Aralık,12,2023-12-12,05:45,Giyim,H&M,İzmir,452.66
2024,Nisan,24,2024-04-08,06:56,Fatura,Elektrik,İzmir,100.0
2022,Eylül,18,2022-09-18,14:15,Restoran,Fast Food,İzmir,58.12
2023,Ağustos,20,2023-08-20,01:39,Giyim,Zara,Ankara,142.72
2022,Nisan,28,2022-04-04,02:36,Fatura,Su,Ankara,55.0
2024,Mayıs,16,2024-05-16,12:06,Restoran,Fast Food,İzmir,57.73
2024,Haziran,18,2024-06-18,13:27,Restoran,Fast Food,Ankara,191.77
2024,Ocak,21,2024-01-22,10:09,Fatura,Elektrik,Ankara,100.0
2024,Nisan,17,2024-04-17,12:37,Restoran,Fast Food,Ankara,120.54
2023,Mayıs,7,2023-05-18,03:02,Fatura,İnternet,İzmir,84.0
2024,Nisan,13,2024-04-13,14:36,Restoran,Pizza,İstanbul,102.37
2023,Nisan,5,2023-04-05,08:31,Giyim,Zara,İstanbul,290.32
2022,Mayıs,1,2022-05-01,23:57,Giyim,Zara,İzmir,164.67
2023,Haziran,2,2023-06-02,13:47,Restoran,Kebap,İzmir,127.13
2023,Ocak,1,2023-01-01,18:49,Giyim,LC Waikiki,İzmir,139.73
2024,Haziran,22,2024-06-22,22:08,Giyim,LC Waikiki,İstanbul,84.09
2024,Temmuz,8,2024-07-06,14:04,Fatura,İnternet,İzmir,80.0
2024,Mayıs,7,2024-05-07,12:47,Restoran,Pizza,İzmir,145.98
2024,Mart,28,2024-03-28,12:02,Restoran,Pizza,İstanbul,109.78
2023,Ocak,26,2023-01-26,14:21,Restoran,Pizza,İzmir,151.36
2024,Temmuz,8,2024-07-02,18:04,Fatura,İnternet,İzmir,80.0
2024,Temmuz,11,2024-07-11,14:31,Restoran,Kebap,Ankara,154.07
2023,Ekim,20,2023-10-17,23:38,Fatura,Su,Ankara,52.5
2022,Kasım,3,2022-11-03,14:28,Restoran,Pizza,İzmir,102.25
2023,Kasım,14,2023-11-06,06:41,Fatura,Elektrik,İzmir,105.0
2022,Mart,5,2022-03-05,13:03,Ulaşım,Otobüs,İzmir,364.32
2022,Kasım,28,2022-11-28,17:07,Giyim,Zara,İzmir,232.93
2023,Nisan,25,2023-04-27,17:01,Fatura,İnternet,İstanbul,84.0
2024,Şubat,9,2024-02-09,13:25,Restoran,Fast Food,İzmir,127.89
2023,Ağustos,14,2023-08-14,05:15,Ulaşım,Taksi,İstanbul,66.34
2023,Ocak,3,2023-01-03,13:37,Giyim,LC Waikiki,Ankara,836.14
2023,Mayıs,2,2023-05-02,12:48,Restoran,Pizza,İstanbul,59.58
2024,Mayıs,13,2024-05-13,13:47,Restoran,Kebap,Ankara,36.35
2024,Şubat,21,2024-02-21,14:39,Restoran,Pizza,İstanbul,168.55
2023,Temmuz,8,2023-07-08,09:12,Ulaşım,Otobüs,İzmir,230.04
2022,Kasım,4,2022-11-04,17:04,Ulaşım,Otobüs,Ankara,46.8
2023,Mart,14,2023-03-14,14:30,Restoran,Pizza,İstanbul,108.21
2022,Ocak,19,2022-01-19,12:32,Restoran,Kebap,İzmir,82.97
2024,Temmuz,8,2024-07-17,13:18,Fatura,Su,Ankara,50.0
2023,Aralık,1,2023-12-23,22:43,Fatura,Elektrik,İstanbul,105.0
2022,Nisan,24,2022-04-24,08:15,Giyim,Zara,Ankara,917.93
2023,Mart,26,2023-03-04,05:13,Fatura,İnternet,İstanbul,84.0
2023,Eylül,14,2023-09-14,13:10,Ulaşım,Benzin,İzmir,117.28
2022,Ekim,7,2022-10-07,11:46,Ulaşım,Otobüs,Ankara,269.77
2022,Kasım,15,2022-11-15,12:47,Restoran,Fast Food,İzmir,128.41
2024,Mart,28,2024-03-28,11:27,Giyim,H&M,İstanbul,114.96
2024,Mayıs,10,2024-05-10,13:17,Giyim,LC Waikiki,İstanbul,673.01
2023,Şubat,14,2023-02-14,01:50,Giyim,H&M,İstanbul,661.14
2024,Nisan,24,2024-04-09,05:17,Fatura,Elektrik,Ankara,100.0
2023,Kasım,21,2023-11-21,16:44,Giyim,Zara,İzmir,799.6
2024,Temmuz,2,2024-07-02,11:26,Ulaşım,Benzin,Ankara,48.35
2022,Aralık,28,2022-12-28,12:16,Restoran,Pizza,İstanbul,46.54
2024,Mart,27,2024-03-27,14:50,Restoran,Kebap,Ankara,141.52
2023,Kasım,27,2023-11-27,13:33,Restoran,Pizza,Ankara,25.45
2024,Mayıs,20,2024-05-20,06:19,Giyim,Zara,İstanbul,711.69
2022,Nisan,20,2022-04-20,14:13,Giyim,Zara,Ankara,288.26
2022,Kasım,17,2022-11-17,13:23,Ulaşım,Taksi,İstanbul,432.03
2022,Nisan,28,2022-04-23,02:51,Fatura,İnternet,Ankara,88.0
2022,Kasım,13,2022-11-02,23:26,Fatura,Su,İzmir,55.0
2022,Ağustos,27,2022-08-27,03:51,Ulaşım,Otobüs,İzmir,56.73
2022,Temmuz,12,2022-07-28,18:06,Fatura,Su,İzmir,55.0
2024,Temmuz,21,2024-07-21,12:37,Restoran,Pizza,Ankara,37.07
2022,Temmuz,27,2022-07-27,12:22,Restoran,Fast Food,Ankara,157.74
2024,Mart,3,2024-03-03,13:28,Ulaşım,Benzin,Ankara,75.28
2024,Şubat,27,2024-02-04,03:53,Fatura,İnternet,İstanbul,80.0
2023,Ocak,10,2023-01-10,14:04,Restoran,Kebap,İzmir,130.24
2023,Aralık,6,2023-12-06,14:44,Restoran,Kebap,İstanbul,96.44
2022,Ocak,12,2022-01-12,21:25,Giyim,Zara,İzmir,338.55
2024,Mayıs,7,2024-05-10,02:45,Fatura,İnternet,İstanbul,80.0
2023,Şubat,7,2023-02-07,11:37,Ulaşım,Taksi,İzmir,172.63
2022,Mart,3,2022-03-03,13:10,Restoran,Pizza,Ankara,70.77
2024,Şubat,8,2024-02-08,18:43,Giyim,LC Waikiki,İzmir,345.51
2023,Nisan,25,2023-04-25,06:01,Giyim,LC Waikiki,Ankara,857.12
2024,Haziran,27,2024-06-27,19:49,Ulaşım,Taksi,İzmir,72.81
2023,Şubat,22,2023-02-22,17:08,Ulaşım,Otobüs,İstanbul,402.4
2023,Ekim,15,2023-10-15,17:28,Giyim,H&M,İstanbul,591.38
2024,Nisan,24,2024-04-20,17:01,Fatura,Su,Ankara,50.0
2022,Mayıs,11,2022-05-11,12:31,Ulaşım,Benzin,Ankara,150.48
2022,Haziran,1,2022-06-11,06:33,Fatura,Su,İzmir,55.0
2024,Ocak,4,2024-01-04,06:56,Ulaşım,Otobüs,İzmir,416.13
2023,Haziran,8,2023-06-08,06:00,Ulaşım,Otobüs,İzmir,474.53
2022,Mayıs,23,2022-05-23,14:46,Restoran,Kebap,Ankara,57.09
2022,Mart,15,2022-03-15,01:50,Giyim,LC Waikiki,İzmir,646.95
2023,Haziran,9,2023-06-05,00:15,Fatura,İnternet,İzmir,84.0
2024,Şubat,8,2024-02-08,10:54,Giyim,Zara,Ankara,180.65
2024,Temmuz,22,2024-07-22,08:12,Giyim,H&M,İzmir,381.25
2024,Ocak,2,2024-01-02,12:17,Ulaşım,Benzin,Ankara,12.53
2024,Mayıs,26,2024-05-26,16:02,Giyim,LC Waikiki,Ankara,406.82
2024,Temmuz,19,2024-07-19,13:06,Ulaşım,Benzin,İstanbul,133.42
2023,Aralık,1,2023-12-11,02:25,Fatura,İnternet,İstanbul,84.0
2022,Kasım,13,2022-11-16,23:35,Fatura,Elektrik,İstanbul,110.0
2022,Ocak,9,2022-01-09,13:51,Ulaşım,Benzin,İstanbul,90.96
2024,Haziran,9,2024-06-09,11:12,Ulaşım,Benzin,İstanbul,176.37
2024,Temmuz,13,2024-07-13,13:26,Restoran,Fast Food,İstanbul,31.76
2022,Mart,8,2022-03-16,16:01,Fatura,Elektrik,Ankara,110.0
2024,Temmuz,4,2024-07-04,11:41,Ulaşım,Benzin,Ankara,22.99
2022,Ocak,25,2022-01-16,17:18,Fatura,Elektrik,Ankara,110.0
2023,Nisan,8,2023-04-08,01:10,Ulaşım,Otobüs,Ankara,26.76
2023,Mart,1,2023-03-01,12:46,Ulaşım,Benzin,İstanbul,313.12
2022,Mayıs,9,2022-05-09,14:33,Restoran,Kebap,İzmir,158.26
2024,Haziran,21,2024-06-21,06:48,Ulaşım,Taksi,İzmir,20.69
2023,Temmuz,21,2023-07-04,00:30,Fatura,Elektrik,İstanbul,105.0
2023,Ocak,5,2023-01-05,19:22,Ulaşım,Taksi,İzmir,393.12
2022,Ağustos,23,2022-08-23,13:39,Ulaşım,Benzin,İzmir,269.59
2022,Kasım,13,2022-11-23,15:07,Fatura,İnternet,İstanbul,88.0
2024,Temmuz,21,2024-07-21,14:48,Restoran,Kebap,Ankara,56.67
2022,Ocak,20,2022-01-20,20:53,Giyim,H&M,İzmir,383.8
2023,Eylül,28,2023-09-28,07:33,Giyim,H&M,İzmir,482.37
2023,Mart,28,2023-03-28,14:28,Restoran,Pizza,İstanbul,186.57
2022,Eylül,10,2022-09-28,20:22,Fatura,Elektrik,Ankara,110.0
2023,Aralık,24,2023-12-24,13:40,Ulaşım,Benzin,İstanbul,106.65
2022,Temmuz,3,2022-07-03,12:57,Ulaşım,Benzin,İstanbul,430.7
2023,Ağustos,25,2023-08-01,01:01,Fatura,İnternet,İzmir,84.0
2022,Mayıs,16,2022-05-16,11:27,Ulaşım,Benzin,İzmir,472.63
2022,Ekim,3,2022-10-03,14:47,Ulaşım,Taksi,İstanbul,170.39
2024,Nisan,1,2024-04-01,07:23,Ulaşım,Otobüs,İstanbul,428.21
2022,Temmuz,2,2022-07-02,00:45,Ulaşım,Taksi,Ankara,54.6
2022,Haziran,1,2022-06-01,13:31,Restoran,Pizza,Ankara,86.95
2022,Temmuz,11,2022-07-11,10:50,Giyim,LC Waikiki,İstanbul,398.79
2024,Mayıs,7,2024-05-04,03:22,Fatura,Su,İstanbul,50.0
2024,Temmuz,9,2024-07-09,13:42,Ulaşım,Benzin,İzmir,333.33
2022,Ocak,11,2022-01-11,14:38,Restoran,Fast Food,İzmir,91.03
2024,Temmuz,16,2024-07-16,06:44,Ulaşım,Taksi,İzmir,473.53
2024,Mayıs,28,2024-05-28,05:55,Giyim,H&M,İzmir,332.41
2023,Ocak,23,2023-01-23,12:59,Restoran,Pizza,İstanbul,65.38
2022,Eylül,26,2022-09-26,22:23,Ulaşım,Otobüs,İstanbul,480.91
2024,Şubat,21,2024-02-21,12:24,Ulaşım,Benzin,İzmir,120.07
2022,Şubat,28,2022-02-28,15:02,Ulaşım,Otobüs,İstanbul,319.78
2024,Ocak,21,2024-01-25,10:57,Fatura,İnternet,İstanbul,80.0
2024,Haziran,24,2024-06-09,08:16,Fatura,Elektrik,Ankara,100.0
2024,Mart,17,2024-03-17,14:18,Restoran,Kebap,İstanbul,115.08
2022,Aralık,8,2022-12-08,12:51,Restoran,Pizza,İstanbul,46.51
2023,Nisan,25,2023-04-09,21:33,Fatura,Elektrik,İzmir,105.0
2024,Temmuz,9,2024-07-09,08:17,Giyim,LC Waikiki,İzmir,789.46
2024,Şubat,27,2024-02-23,06:46,Fatura,Su,Ankara,50.0
2022,Ağustos,4,2022-08-04,13:10,Ulaşım,Otobüs,İstanbul,470.42
2023,Ekim,20,2023-10-23,02:32,Fatura,İnternet,Ankara,84.0
2024,Temmuz,1,2024-07-01,13:46,Restoran,Fast Food,İzmir,20.82
2022,Ocak,25,2022-01-02,15:14,Fatura,İnternet,İzmir,88.0
2022,Şubat,2,2022-02-02,13:35,Restoran,Pizza,Ankara,190.89
2023,Şubat,1,2023-02-01,12:51,Ulaşım,Benzin,İzmir,405.99
2024,Şubat,27,2024-02-27,01:25,Fatura,Elektrik,İstanbul,100.0
2024,Haziran,23,2024-06-23,11:51,Ulaşım,Otobüs,Ankara,67.5
2023,Ocak,9,2023-01-02,12:20,Fatura,Su,Ankara,52.5
2024,Ocak,13,2024-01-13,14:56,Giyim,H&M,Ankara,403.4
2023,Aralık,4,2023-12-04,01:17,Giyim,H&M,İstanbul,717.34
2022,Şubat,25,2022-02-25,12:46,Ulaşım,Otobüs,Ankara,335.86
2023,Eylül,14,2023-09-14,17:15,Ulaşım,Taksi,İzmir,239.5
2022,Eylül,26,2022-09-26,14:39,Restoran,Kebap,Ankara,104.89
2024,Temmuz,24,2024-07-24,22:36,Ulaşım,Otobüs,Ankara,459.4
2022,Ekim,9,2022-10-09,13:04,Giyim,LC Waikiki,İstanbul,393.88
2024,Mart,5,2024-03-05,02:06,Ulaşım,Otobüs,İstanbul,73.84
2022,Nisan,5,2022-04-05,04:27,Giyim,Zara,İstanbul,238.93
2023,Temmuz,24,2023-07-24,05:27,Ulaşım,Otobüs,İstanbul,469.95
2024,Mart,9,2024-03-09,03:19,Ulaşım,Taksi,İstanbul,378.87
2024,Mart,19,2024-03-19,05:36,Giyim,LC Waikiki,İstanbul,595.18
2024,Haziran,22,2024-06-22,12:37,Giyim,H&M,Ankara,692.64
2024,Mart,2,2024-03-02,23:12,Giyim,LC Waikiki,Ankara,734.15
2023,Kasım,5,2023-11-05,13:09,Restoran,Fast Food,İzmir,69.92
2024,Ocak,23,2024-01-23,12:48,Ulaşım,Benzin,İstanbul,129.61
2022,Ocak,25,2022-01-22,04:13,Fatura,Su,İstanbul,55.0
2022,Ekim,6,2022-10-06,14:53,Restoran,Kebap,Ankara,115.34
2022,Ağustos,4,2022-08-04,18:42,Ulaşım,Taksi,İstanbul,498.31
2024,Nisan,19,2024-04-19,13:47,Restoran,Fast Food,Ankara,143.89
2022,Nisan,10,2022-04-10,04:47,Ulaşım,Otobüs,Ankara,65.54
2023,Mayıs,15,2023-05-15,02:57,Ulaşım,Taksi,Ankara,476.46
2022,Aralık,20,2022-12-20,22:52,Ulaşım,Taksi,Ankara,293.59
2022,Haziran,1,2022-06-17,09:21,Fatura,Su,Ankara,55.0
2023,Eylül,19,2023-09-19,23:48,Ulaşım,Otobüs,İstanbul,189.57
2022,Mart,26,2022-03-26,08:52,Giyim,H&M,İstanbul,982.6
2023,Ekim,20,2023-10-20,15:58,Giyim,LC Waikiki,İstanbul,592.94
2023,Eylül,5,2023-09-05,08:19,Giyim,LC Waikiki,Ankara,981.7
2023,Kasım,26,2023-11-26,21:19,Giyim,H&M,Ankara,161.91
2023,Temmuz,25,2023-07-25,13:11,Restoran,Kebap,Ankara,80.46
2023,Mart,20,2023-03-20,13:34,Restoran,Kebap,İstanbul,176.83
2022,Haziran,22,2022-06-22,13:00,Restoran,Pizza,Ankara,100.56
2024,Ocak,21,2024-01-26,22:25,Fatura,Elektrik,İzmir,100.0
2022,Nisan,21,2022-04-21,12:18,Ulaşım,Benzin,İstanbul,443.01
2022,Kasım,15,2022-11-15,04:24,Ulaşım,Otobüs,İstanbul,421.0
2023,Temmuz,6,2023-07-06,11:00,Ulaşım,Taksi,İstanbul,237.72
2023,Kasım,21,2023-11-21,06:06,Giyim,LC Waikiki,İzmir,404.15
2022,Ağustos,13,2022-08-03,07:44,Fatura,Elektrik,İstanbul,110.0
2022,Mart,8,2022-03-18,02:12,Fatura,İnternet,İstanbul,88.0
2022,Kasım,4,2022-11-04,10:52,Giyim,H&M,İzmir,483.19
2022,Ağustos,2,2022-08-02,14:44,Restoran,Kebap,İzmir,197.86
2024,Mayıs,8,2024-05-08,00:57,Ulaşım,Otobüs,İzmir,430.11
2024,Temmuz,8,2024-07-15,20:54,Fatura,İnternet,İzmir,80.0
2023,Eylül,12,2023-09-12,11:55,Giyim,H&M,Ankara,898.88
2023,Ocak,1,2023-01-01,02:42,Ulaşım,Otobüs,Ankara,429.21
2024,Ocak,13,2024-01-13,13:21,Restoran,Fast Food,İzmir,29.34
2024,Mart,10,2024-03-10,13:43,Ulaşım,Benzin,İstanbul,17.84
2022,Temmuz,1,2022-07-01,14:49,Restoran,Fast Food,İzmir,132.01
2024,Şubat,9,2024-02-09,19:57,Giyim,LC Waikiki,İstanbul,133.2
2022,Şubat,6,2022-02-06,01:32,Giyim,Zara,Ankara,994.91
2024,Ocak,12,2024-01-12,13:03,Ulaşım,Benzin,İzmir,238.3
2024,Nisan,24,2024-04-21,00:31,Fatura,Su,İzmir,50.0
2022,Nisan,14,2022-04-14,10:51,Giyim,H&M,Ankara,81.84
2022,Haziran,16,2022-06-16,13:49,Restoran,Pizza,Ankara,58.58
2022,Aralık,16,2022-12-26,23:56,Fatura,Elektrik,İstanbul,110.0
2023,Ekim,7,2023-10-07,12:04,Ulaşım,Benzin,Ankara,66.41
2023,Temmuz,2,2023-07-02,23:13,Giyim,H&M,İzmir,546.11
2023,Aralık,24,2023-12-24,06:02,Ulaşım,Otobüs,İzmir,450.96
2024,Mayıs,7,2024-05-17,05:27,Fatura,İnternet,İstanbul,80.0
2023,Ekim,21,2023-10-21,17:13,Giyim,Zara,İzmir,643.4
2024,Mart,16,2024-03-18,10:08,Fatura,Elektrik,İzmir,100.0
2023,Mayıs,3,2023-05-03,14:17,Restoran,Kebap,İzmir,186.05
2023,Ağustos,27,2023-08-27,05:14,Ulaşım,Taksi,İstanbul,364.34
2023,Şubat,14,2023-02-21,16:01,Fatura,İnternet,Ankara,84.0
2022,Mart,7,2022-03-07,07:07,Giyim,Zara,Ankara,963.02
2024,Temmuz,26,2024-07-26,12:41,Restoran,Fast Food,Ankara,130.15
2023,Şubat,22,2023-02-22,12:16,Restoran,Pizza,İstanbul,130.58
2024,Mart,12,2024-03-12,12:11,Restoran,Kebap,İzmir,85.54
2024,Haziran,24,2024-06-15,04:09,Fatura,İnternet,İzmir,80.0
2023,Nisan,22,2023-04-22,12:51,Restoran,Pizza,İzmir,31.61
2023,Ekim,26,2023-10-26,13:59,Restoran,Kebap,İzmir,86.57
2023,Ağustos,27,2023-08-27,13:11,Restoran,Fast Food,İzmir,47.19
2024,Ocak,12,2024-01-12,14:44,Restoran,Kebap,İzmir,110.18
2024,Mayıs,2,2024-05-02,16:59,Ulaşım,Taksi,Ankara,352.6
2023,Kasım,5,2023-11-05,14:17,Giyim,Zara,İstanbul,303.87
2024,Şubat,6,2024-02-06,01:27,Giyim,Zara,İstanbul,712.54
2024,Nisan,24,2024-04-27,05:58,Fatura,Su,İstanbul,50.0
2024,Temmuz,3,2024-07-03,12:40,Restoran,Fast Food,İzmir,153.34
2023,Ocak,9,2023-01-21,09:18,Fatura,Su,İzmir,52.5
2024,Ocak,2,2024-01-02,07:32,Giyim,LC Waikiki,İstanbul,548.75
2022,Ağustos,13,2022-08-04,10:17,Fatura,İnternet,Ankara,88.0
2022,Mart,8,2022-03-21,04:57,Fatura,İnternet,İstanbul,88.0
2024,Ocak,19,2024-01-19,22:42,Ulaşım,Taksi,İzmir,409.94
2022,Eylül,2,2022-09-02,07:55,Giyim,H&M,Ankara,512.91
2023,Mart,26,2023-03-06,13:51,Fatura,İnternet,Ankara,84.0
2022,Nisan,27,2022-04-27,12:20,Ulaşım,Otobüs,İstanbul,79.66
2023,Nisan,3,2023-04-03,17:10,Giyim,H&M,İstanbul,693.66
2024,Mart,16,2024-03-12,10:08,Fatura,İnternet,İzmir,80.0
2023,Haziran,15,2023-06-15,14:17,Restoran,Pizza,Ankara,49.04
2022,Kasım,13,2022-11-07,17:20,Fatura,İnternet,İstanbul,88.0
2024,Şubat,12,2024-02-12,06:52,Ulaşım,Otobüs,İstanbul,318.56
2024,Nisan,24,2024-04-11,19:12,Fatura,Elektrik,İstanbul,100.0
2024,Şubat,14,2024-02-14,13:48,Restoran,Kebap,İzmir,89.89
2024,Nisan,24,2024-04-18,19:35,Fatura,Elektrik,İzmir,100.0
2022,Nisan,14,2022-04-14,16:56,Ulaşım,Taksi,İstanbul,228.81
2022,Ağustos,4,2022-08-04,17:12,Giyim,Zara,İstanbul,288.03
2022,Ağustos,8,2022-08-08,22:01,Giyim,Zara,İzmir,812.78
2024,Mayıs,7,2024-05-22,05:43,Fatura,Elektrik,Ankara,100.0
2022,Temmuz,20,2022-07-20,17:22,Giyim,Zara,İstanbul,125.57
2024,Mayıs,21,2024-05-21,04:19,Giyim,LC Waikiki,Ankara,346.91
2024,Şubat,18,2024-02-18,12:36,Restoran,Pizza,İzmir,40.76
2024,Ocak,12,2024-01-12,03:02,Ulaşım,Taksi,İstanbul,350.1
2023,Ekim,19,2023-10-19,23:03,Giyim,H&M,Ankara,86.87
2023,Eylül,20,2023-09-20,14:39,Ulaşım,Taksi,Ankara,388.26
2024,Temmuz,8,2024-07-27,06:58,Fatura,İnternet,İstanbul,80.0
2023,Nisan,26,2023-04-26,02:35,Giyim,Zara,İstanbul,232.04
2023,Aralık,23,2023-12-23,14:46,Giyim,H&M,İstanbul,252.79
2024,Nisan,10,2024-04-10,13:47,Restoran,Fast Food,İstanbul,89.79
2024,Ocak,21,2024-01-08,19:08,Fatura,Su,İzmir,50.0
2024,Ocak,25,2024-01-25,07:43,Ulaşım,Otobüs,Ankara,357.7
2022,Ağustos,13,2022-08-10,21:53,Fatura,Su,İstanbul,55.0
2023,Ekim,20,2023-10-13,17:04,Fatura,İnternet,İstanbul,84.0
2022,Kasım,16,2022-11-16,13:24,Restoran,Fast Food,İstanbul,186.55
2022,Mayıs,27,2022-05-27,18:57,Ulaşım,Otobüs,Ankara,469.58
2022,Ağustos,7,2022-08-07,09:19,Ulaşım,Taksi,İzmir,315.14
2023,Eylül,1,2023-09-01,13:38,Ulaşım,Otobüs,Ankara,220.52
2023,Eylül,11,2023-09-27,00:17,Fatura,İnternet,Ankara,84.0
2024,Haziran,7,2024-06-07,12:02,Restoran,Kebap,Ankara,45.2
2023,Temmuz,27,2023-07-27,12:29,Ulaşım,Benzin,İzmir,157.76
2022,Şubat,21,2022-02-21,14:25,Restoran,Pizza,İstanbul,45.08
2024,Mart,16,2024-03-08,21:08,Fatura,İnternet,İzmir,80.0
2022,Şubat,6,2022-02-13,13:01,Fatura,Elektrik,İzmir,110.0
2024,Mayıs,19,2024-05-19,13:16,Restoran,Pizza,İzmir,69.48
2022,Ekim,25,2022-10-03,21:47,Fatura,İnternet,İzmir,88.0
2024,Mayıs,7,2024-05-12,09:27,Fatura,İnternet,Ankara,80.0
2022,Ağustos,13,2022-08-19,10:12,Fatura,Su,İstanbul,55.0
2023,Ağustos,18,2023-08-18,12:40,Ulaşım,Benzin,Ankara,122.86
2022,Şubat,12,2022-02-12,01:28,Giyim,LC Waikiki,İzmir,216.97
2023,Ağustos,25,2023-08-22,08:19,Fatura,İnternet,Ankara,84.0
2022,Ocak,12,2022-01-12,13:28,Restoran,Kebap,İstanbul,60.25
2022,Nisan,20,2022-04-20,12:48,Restoran,Kebap,İstanbul,64.24
2022,Eylül,8,2022-09-08,12:12,Ulaşım,Benzin,Ankara,318.87
2024,Mayıs,4,2024-05-04,05:09,Ulaşım,Taksi,İstanbul,104.73
